"","Prot","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1111","ARMCX3",-1.49854191458825,17.1804300531893,-8.15988736779254,1.9785914766174e-09,2.159962361974e-08,10.9264368434905
"352","IPO7",1.40821250847223,16.743304100507,8.14885713521416,2.03947354637343e-09,2.21616526375509e-08,10.8687200691633
"204","GDI1",-1.02517045687771,17.0738114083567,-8.13181487109064,2.13730547552164e-09,2.31181940884405e-08,10.8169727111246
"463","OAT",-1.13889770256393,17.3506627419547,-8.07639103017928,2.48971002803717e-09,2.68070148224277e-08,10.6667141919149
"66","ENO1",-0.71279515754754,19.933781085694,-8.04592727978221,2.70800531390836e-09,2.90248933190723e-08,10.5906556162439
"548","HNRNPF",-0.939825065584317,16.4089180137567,-8.0208097824717,2.90255877674756e-09,3.0969382785388e-08,10.5051979707745
"1167","TMED7",-0.815874345266256,15.5032284663425,-7.97080428201627,3.33323899372755e-09,3.5245639225155e-08,10.4462889128299
"1946","KRT79",-0.800176082952547,16.0495774007231,-7.98145458503515,3.23637196146862e-09,3.4375518401545e-08,10.442686550392
"1600","PXDN",1.87158830096013,14.3190452399221,7.96065185381219,3.4283187729509e-09,3.6089177083117e-08,10.3523524728811
"1166","KPNA3",-1.2004690860952,15.0238071500659,-7.93481185768393,3.68293626888225e-09,3.84263881505502e-08,10.3041231836832
"656","RTRAF",-0.774146971844167,17.4728352969221,-7.94084052238654,3.62186474951825e-09,3.79571425749512e-08,10.2955836757243
"323","MARCKS",3.48849249163553,14.2265790782286,7.92153529136924,3.82114402624512e-09,3.93461031174061e-08,10.2916329501222
"82","TUBA1C",-3.12203363776703,14.4242922592207,-7.91859227954758,3.85248690850984e-09,3.94963657837661e-08,10.2642363606969
"1058","DDX19A",0.766443170525514,18.1273497063774,7.92631181296772,3.7708244709408e-09,3.89982636073614e-08,10.2570457005503
"734","MTCH2",1.29046122838151,17.0469711422701,7.92924647203212,3.74024270795916e-09,3.88523890104304e-08,10.2325379444283
"2765","RAB31",-1.40852163765638,14.453427014035,-7.87824778077327,4.30943863841119e-09,4.38002427128172e-08,10.1494105114579
"2018","TRA2B",-2.33048088218761,13.5112949233863,-7.86491730467878,4.47222332807474e-09,4.506625045983e-08,10.1188901132253
"1042","H1-5",-0.975342352371488,19.3399656072333,-7.88244472190702,4.2594429748873e-09,4.34795088085898e-08,10.1133798270541
"1195","TJP1",1.19818600315205,16.6634082720787,7.86773895054332,4.43725380868821e-09,4.49057703042352e-08,10.086389108594
"639","ARPC4",0.611543908936155,18.3554810188032,7.8549756329689,4.59767838823807e-09,4.61333005934697e-08,10.055724524072
"2078","H3C15",-1.00067003923357,14.4765972246706,-7.85247858396153,4.62974649659813e-09,4.62582298261797e-08,10.0492788318308
"1018","ATP5F1C",0.849381862202471,16.8276731055469,7.84654127222826,4.70691069252331e-09,4.66340143402099e-08,10.0468217437234
"1226","SF3B4",0.796809810469312,16.5544648787464,7.84378398193187,4.7431884511294e-09,4.6796813254239e-08,10.0099996512724
"608","HSD17B12",1.47155039195799,17.9846669823934,7.84685232085074,4.7028359333602e-09,4.66340143402099e-08,10.002780165884
"3273","STING1",1.14863458019443,18.9157087352877,7.80886360388865,5.22797253650575e-09,5.03165683309411e-08,9.98708134324043
"2590","STAM2",1.21114546388715,15.9200352696581,7.83069678714288,4.9192866135487e-09,4.8331990978116e-08,9.98254961014449
"541","ASAH1",1.72839556304873,17.1919633912741,7.8285244024507,4.94915354565837e-09,4.84236683015039e-08,9.95784570508499
"2222","CUL7",-1.40847679849944,14.3113976772668,-7.81041996951083,5.20533122919842e-09,5.03039796657782e-08,9.93209185490656
"1174","UBE2V1",0.745942591394665,18.9722817040824,7.81534601127138,5.13432322148431e-09,5.00278270919835e-08,9.93092792004539
"309","FERMT2",-0.598512689760594,18.0536260442396,-7.8062669343275,5.26597044969007e-09,5.04762533348341e-08,9.9210536671313
"2592","TMEM30A",2.13662047553948,15.1993870683724,7.81298530208508,5.1682289096266e-09,5.01509620119322e-08,9.9210212568952
"1424","PI4K2A",-1.33216958525488,17.0773668732528,-7.79775673448419,5.39247903698219e-09,5.14796176890851e-08,9.87725148498989
"1383","RRAGC",-0.67486880691044,17.351647070053,-7.78383224375027,5.60616338545179e-09,5.3303763156836e-08,9.86645813726457
"913","PFAS",1.60159949423646,17.0195321924937,7.77303048119637,5.77783077974699e-09,5.47153613600136e-08,9.85004259760402
"461","RPL4",0.649052723953464,17.8964393888678,7.76726863037774,5.87157327382623e-09,5.5380679118729e-08,9.81611304709268
"73","WDR1",0.539335498531576,19.701015482638,7.75129756191275,6.13956468865135e-09,5.7677663489402e-08,9.77193939916135
"1599","DCTN4",-2.24045941280203,14.2755964074633,-7.69949453653558,7.09733294000247e-09,6.61482651087978e-08,9.63770579332357
"1324","EIF3J",1.32406346763217,14.8450771725861,7.68722089113598,7.34566584493771e-09,6.7660468993606e-08,9.62654701735564
"217","NAP1L1",-0.895508108608359,19.214224520829,-7.70578308915705,6.97341365214534e-09,6.52512277450742e-08,9.61672140636785
"2767","POGLUT2",-1.36320830425065,14.2324728330212,-7.69010861185812,7.28645667028634e-09,6.75489178802989e-08,9.60651100326472
"811","CRK",-0.965468452968955,16.1151190788865,-7.68920614649869,7.30490842216973e-09,6.75489178802989e-08,9.5917718591516
"1571","ENDOD1",-1.12199437615138,15.0377680337541,-7.67307516349012,7.64283608702697e-09,7.01237645650179e-08,9.53049255931664
"2851","SUMF1",2.39792126902115,11.3014892372194,7.61838353467314,8.91123103112512e-09,7.98961322106199e-08,9.51264539514455
"943","NBAS",1.84387376815118,14.7328374363769,7.62961413145948,8.634412299164e-09,7.86098231715395e-08,9.43501745901947
"454","RAB1B",-0.604619863575105,17.5346207346893,-7.63095665385769,8.60190986523121e-09,7.86098231715395e-08,9.42039802035664
"1476","ERH",-1.16778169703958,15.5427700688267,-7.61214780386538,9.06880246034996e-09,8.10008947026712e-08,9.39860589719768
"650","ATP5PO",0.900130012114437,17.6514622664218,7.62511081532148,8.74434996322048e-09,7.93045277433612e-08,9.387142601053
"592","ACO2",-0.937576632095356,16.7092626112903,-7.62079786341776,8.85097127326748e-09,7.98150253749414e-08,9.38130869656125
"1025","RPL23",-1.36975724836408,17.0007043375685,-7.62010042765024,8.86833615277127e-09,7.98150253749414e-08,9.38026749570985
"2013","MYL1",7.56414595763474,10.9444167800752,7.487013843252,1.29033653655238e-08,1.1186079239671e-07,9.26144551122491
"118","CAPN2",-0.645492845235383,18.107555931894,-7.54589269250717,1.09281550427345e-08,9.7239960719879e-08,9.18449700371835
"346","ARF4",1.25032979203338,18.2066697329609,7.53516554738942,1.1263689389001e-08,9.98487954107681e-08,9.12874719897167
"714","CNN2",-0.940650934815109,18.1176586620084,-7.5199181305569,1.17586743642755e-08,1.0345878414538e-07,9.10250222316489
"813","FUBP1",-1.4066151820337,16.4957593938667,-7.52180466652687,1.16962543322135e-08,1.03295010169886e-07,9.09526562888126
"573","ME1",1.41313102361045,15.1963732919668,7.48712930579124,1.28991571537217e-08,1.1186079239671e-07,9.0798287732641
"395","TPD52L2",-0.797860931641425,18.9341293596534,-7.50715436164653,1.21899571674752e-08,1.06854717475489e-07,9.0625649995198
"1257","RPS12",1.33330681991501,16.9496988186906,7.50432265137164,1.22877932129641e-08,1.07313394059886e-07,9.04500485685386
"1962","CASK",1.28877173844861,14.1757788108896,7.48142097255887,1.3108881399931e-08,1.1269332935248e-07,9.03631744921126
"1474","HMOX2",-1.72994106271726,14.9328984604982,-7.48050711982855,1.31427758998864e-08,1.1269332935248e-07,9.01539669441966
"443","CDC37",-0.972439298721142,17.2559691216683,-7.48446391385546,1.29966570764025e-08,1.12256840242334e-07,9.01290756214041
"432","TMED10",-0.52060743144215,18.3636152613363,-7.47054832468882,1.35179540292528e-08,1.15073413721942e-07,8.9888612392475
"489","PSMC3",-0.59995813198028,17.5007960851497,-7.47894143197883,1.32010533625593e-08,1.12782912423605e-07,8.9769554022357
"143","TPM1",-1.1685682796481,18.5842902474907,-7.46213463134398,1.38433737780454e-08,1.16822346610764e-07,8.96101889432426
"499","RPL7A",0.594216532765692,18.7503405959453,7.46194414357267,1.38508325643678e-08,1.16822346610764e-07,8.94887443493564
"2712","PIP4P1",1.99915246646067,16.0248815359419,7.46140324402866,1.38720343727795e-08,1.16822346610764e-07,8.93556044775848
"86","CCT5",-0.608459607360238,19.0184687553698,-7.40483049467873,1.62814318580539e-08,1.36624969114915e-07,8.76560368252439
"1521","ACAD9",-1.43269248446006,15.3382170504305,-7.38564341640454,1.71915743392401e-08,1.43750823730241e-07,8.71573732569369
"2023","TMX1",1.80911977282347,13.7978375934858,7.38170132734027,1.7384861718539e-08,1.44853370785565e-07,8.71465572803662
"1357","TUBB1",-0.878350169366288,16.8935661188787,-7.36520531696695,1.82178718361301e-08,1.51259654188714e-07,8.66685888929802
"1134","FKBP5",1.34445917639862,16.1140727740053,7.36242746469014,1.83620745163771e-08,1.51922005998657e-07,8.65771775081209
"632","KLC1",1.25641484418331,16.0439240176897,7.3591654376142,1.85328886164727e-08,1.52799130621128e-07,8.64819536606204
"1990","TSG101",-1.79585820066271,14.9678295333947,-7.3418127714548,1.94689875728457e-08,1.58303009299208e-07,8.62056623987514
"1349","SUCLG1",-0.536209613568615,17.2192378123074,-7.34920812222701,1.90643207098537e-08,1.56632990361794e-07,8.62029599522948
"565","HK2",1.71293214466196,15.2151153515497,7.34292165438278,1.9407760382831e-08,1.58303009299208e-07,8.61313628977942
"1283","NDUFS3",-0.803451778544743,16.9455539543458,-7.33210417085613,2.00134766983997e-08,1.59972128999412e-07,8.60621605156037
"1006","CYP1B1",1.24448982815042,14.7971571214435,7.33561397523957,1.98148776193113e-08,1.59465806915823e-07,8.60020669803701
"1820","NDRG3",1.51956698822479,13.6455214365439,7.33662066003998,1.97582845389238e-08,1.59465806915823e-07,8.59864582963818
"1284","PPP1R14B",-0.820415467437444,17.0750258331567,-7.33825715006249,1.96666347304589e-08,1.59360565960213e-07,8.58333960284615
"369","CNDP2",-1.33767378388283,17.2232538610579,-7.32523353262231,2.04081022466396e-08,1.62575355059379e-07,8.58268163201793
"1123","H4C13",-1.0518792078559,15.0886612669042,-7.33215046627193,2.0010844035487e-08,1.59972128999412e-07,8.5809469600674
"185","CAP1",-0.557018721366533,19.4441336552143,-7.34198309086336,1.94595706491721e-08,1.58303009299208e-07,8.57975161357616
"2460","PI4KA",1.35179018126603,14.3165476881181,7.2996361122796,2.19490164985763e-08,1.74261888564454e-07,8.46879237744676
"2223","FAHD1",-1.29640653341452,15.2279886535659,-7.28084872003734,2.31545335571861e-08,1.82603311464364e-07,8.45186865890864
"1420","ENG",1.47899261632003,15.0029899776006,7.28926005212532,2.26067315609365e-08,1.78881453089558e-07,8.441969315827
"1941","POLR2H",0.756597989244427,14.4295306870933,7.26966348384407,2.39038781982154e-08,1.87884482637973e-07,8.39416513192095
"711","RPS17",-0.820351335184171,17.95484334525,-7.25757273397099,2.47415441489799e-08,1.93822462137192e-07,8.37788866729965
"1617","SORD",2.01001377037015,13.8632527153303,7.2484367449677,2.53941678083385e-08,1.9726387337438e-07,8.34587728410358
"294","EIF5B",0.791992088274422,17.0592363380527,7.24791701724276,2.54318140397844e-08,1.9726387337438e-07,8.3441926747207
"977","H2AC8",-1.41168996264019,16.2062773537191,-7.2534453239721,2.50342533132573e-08,1.95466123551857e-07,8.34275412706556
"509","STT3A",-0.914594708515617,16.9519743861559,-7.24244986797172,2.58312649250242e-08,1.99705320305597e-07,8.31261063707913
"173","AKAP12",1.12310650823542,16.9229198796768,7.23830304516962,2.61384798870685e-08,2.01420050894469e-07,8.30980663374135
"795","SMS",-1.55573781695813,15.5925384029496,-7.23299954954016,2.65367845841044e-08,2.03823250974978e-07,8.29987216941489
"1325","RAB35",0.673994548235382,16.574414599919,7.20868458046553,2.84430664866017e-08,2.17755684335736e-07,8.24333472264087
"2408","AAK1",1.37874199117412,14.6095754678121,7.20540856020159,2.87102944170511e-08,2.19090207881574e-07,8.20296684140117
"238","ATL3",0.720007672090602,17.9957624803807,7.20033946212244,2.9128803977465e-08,2.21566837996331e-07,8.1696631681651
"2265","HLA-F",0.754902701303353,16.5827532418749,7.19044638677487,2.99634618739273e-08,2.27182775237043e-07,8.14798761655948
"955","DECR1",-0.952795627307973,15.8987862418032,-7.16631270641518,3.21026097640454e-08,2.41846497839038e-07,8.10307967683839
"1562","BAX",1.61349621227809,16.215730050099,7.17304852749917,3.14904647750726e-08,2.37995243396221e-07,8.09028993421947
"1143","SUB1",-1.76138529492504,14.2467753261467,-7.16492566231366,3.22301510599921e-08,2.42034064329495e-07,8.0890658929125
"1646","ME3",-1.32194475896253,16.577191807871,-7.15784819673218,3.28889675495236e-08,2.45418308486635e-07,8.0773360108082
"244","SOD2",4.13286812092818,17.0555366495321,7.15851700520832,3.28261315888126e-08,2.45418308486635e-07,8.04878347973666
"1041","MXRA7",-0.613778582345047,17.7439709928471,-7.14115189159652,3.44977015003439e-08,2.56610662895302e-07,8.01608789585433
"2495","CNIH4",1.75446417619992,13.6208752728708,7.12871983649664,3.57471045363282e-08,2.64237217857874e-07,8.00341629883965
"916","SEC16A",1.2267755898009,16.2787580741462,7.137011705096,3.49087982544185e-08,2.58852032339367e-07,8.0018381560218
"1231","ARFGAP3",0.852838115067795,15.4113140807469,7.11633325642361,3.70374979680933e-08,2.72920063152387e-07,7.96141618855087
"1448","ANP32A",0.953896687801723,13.8890948061561,7.09322289602276,3.95724743734144e-08,2.89788492461215e-07,7.92412249169797
"688","MRC2",-1.31481563280418,16.1962119620265,-7.10003580898845,3.88074330081282e-08,2.85071423779334e-07,7.89138552063487
"480","AP2M1",0.919729804482548,17.4588489945075,7.08952590461375,3.99939894412059e-08,2.91968504960878e-07,7.86101366008992
"364","GSTO1",1.05100594416096,17.9337147861687,7.08206628347361,4.08583875621025e-08,2.97358265035302e-07,7.84173190603681
"264","PGD",1.05353153689256,18.6313438435613,7.06579779891692,4.28096826670941e-08,3.10600713012332e-07,7.77840890541956
"967","KANK2",1.76280115277435,14.8840496633525,7.04280865039685,4.57289880340126e-08,3.30763661914729e-07,7.74638399745954
"1690","TOM1L2",-1.20720752720729,15.1704889481653,-7.03883103553794,4.62541616235263e-08,3.33539183817355e-07,7.72103813290434
"863","ABCF1",0.862462977921596,15.8119430716836,7.02671865827725,4.78912702500831e-08,3.4429150990761e-07,7.71649904213595
"1092","PTPA",-1.54678187459506,14.2433413880661,-7.02023584638031,4.87914433661732e-08,3.49696727834153e-07,7.67891226094777
"808","LASP1",-0.660301145616112,18.4004297321312,-7.01483291231013,4.95547340304851e-08,3.54091099526921e-07,7.6490656049236
"2201","PTPN1",1.00726243023702,13.9848295808404,6.98748765493365,5.36072344295143e-08,3.79597173527912e-07,7.62720298080275
"638","RPL13",0.559063503188411,18.8559890966021,6.9949559602088,5.24682791570727e-08,3.72651211603547e-07,7.59477606378379
"203","FKBP10",0.602050726239306,19.6791398689638,6.99511332250898,5.2444545678198e-08,3.72651211603547e-07,7.58812725438556
"1335","GYS1",1.51349666651462,15.7176098991732,6.97373474196311,5.57704653537735e-08,3.93732806299994e-07,7.54955562558585
"999","SH3BGRL",-0.947055819053186,16.1774006587013,-6.96385088795672,5.73794560969407e-08,4.02680825823173e-07,7.50608536555974
"1301","RPS10",1.38575833849973,16.3972013112322,6.96543841564227,5.71178930554424e-08,4.02041766640994e-07,7.50554330035794
"262","AP1B1",-0.930197474925468,16.6343967064248,-6.92047273469539,6.50150312838197e-08,4.54912296045243e-07,7.36594992049258
"1044","EWSR1",-1.15692062537917,15.5274530309813,-6.91307468891619,6.64163055043471e-08,4.63342154968197e-07,7.36530708610086
"1199","VAPA",1.45605985566427,15.3813946830052,6.90896219095905,6.72084235308459e-08,4.67485140665884e-07,7.3498307692345
"762","API5",-0.690008232008248,16.2021651360017,-6.90665951548016,6.76561112468896e-08,4.69215030353428e-07,7.3477924259412
"1847","ASL",0.644889054745953,17.5021762950426,6.8859239212403,7.1825842998587e-08,4.96672544840669e-07,7.27956852323632
"3095","SYNE1",3.68771336430186,15.5905310706456,6.87581254092537,7.39524355205658e-08,5.09882581747059e-07,7.26741361328461
"1083","CNOT1",-1.12385557046379,15.9268118589078,-6.86292232808803,7.67560228118401e-08,5.26135761018369e-07,7.20808321782328
"305","PRDX1",0.515627544381257,19.8627167586624,6.86579408000696,7.61222642324303e-08,5.2331282524802e-07,7.20241552842662
"176","NIBAN2",-0.533633492000693,18.3121064666178,-6.85610172426439,7.82827004206815e-08,5.35045239397006e-07,7.18617029710653
"1916","TP53I3",-1.3133696203515,14.3463463591489,-6.85023159732549,7.96211833752767e-08,5.42620665892782e-07,7.16021254259123
"2235","RNPS1",1.22813215583989,15.3740282516085,6.84190494825627,8.15595670054109e-08,5.54228988469045e-07,7.153469160738
"726","EIF2S2",1.57652536682458,15.871474303152,6.83509133287935,8.31811606150423e-08,5.63624071063994e-07,7.14231246022685
"880","EIF3D",1.3680943256456,15.7476124296745,6.80909180564515,8.9674030746181e-08,6.05877835242106e-07,7.07788785768853
"853","IDH2",0.789660158852075,17.4770766813092,6.80057976824322,9.19091764962419e-08,6.19205251937539e-07,7.04396503540818
"1239","CSRP2",0.437046334015257,18.4192470601861,6.79618320593711,9.30856149296757e-08,6.25344387476283e-07,7.03421172592531
"852","SNX2",1.20693383810607,14.5405368215557,6.7616147725898,1.02881741694491e-07,6.89190758282985e-07,6.95182231013741
"1495","CCT6B",-1.12188224117057,14.5691076650414,-6.7581417852117,1.03921790222409e-07,6.94185782845443e-07,6.91385902063385
"1008","SLC25A13",0.71169540127426,16.8377378424975,6.72866751691867,1.13187121100556e-07,7.51817553676368e-07,6.84446858677427
"1224","ERLIN1",-1.04818146802143,15.7844178252798,-6.73714209065503,1.10440757361342e-07,7.35647756661139e-07,6.8443725507383
"1481","LARP1",-1.16778212335113,14.8331702569601,-6.69217374691174,1.25824221020868e-07,8.31074266574811e-07,6.71389166684887
"1470","PREP",-1.15465396797312,14.5116476187982,-6.67749463234009,1.31300784161779e-07,8.60020136259653e-07,6.71183142467435
"558","PEA15",-1.06010013923425,18.0364789130494,-6.70075311706949,1.22730771777105e-07,8.12918988343859e-07,6.71098130739762
"1122","H4C6",1.75158161522809,16.7023201866429,6.68530624077951,1.28357075857848e-07,8.43080737807259e-07,6.69292293958782
"1153","PRDX4",0.713008540155074,17.4792101699963,6.68833194977238,1.27234858486439e-07,8.3804412377381e-07,6.68885988235337
"228","CEMIP",1.74381381632846,16.9406408290855,6.67141970944372,1.33637087574968e-07,8.7289820637611e-07,6.63635841727104
"1415","CLPTM1L",1.3788732763092,17.2316734325243,6.65693186664631,1.39379690114477e-07,9.07893119585462e-07,6.6019656483035
"993","PSMA3",0.761217478494458,17.3897700084803,6.64352040047474,1.44917536628448e-07,9.38778987279888e-07,6.59699445090504
"2304","SRRT",1.64789385997446,15.0110930064286,6.63759404621615,1.47434898702641e-07,9.52469838741993e-07,6.57072273943759
"508","PSMD6",-1.13949893717988,16.7882448817492,-6.6465568228169,1.43644597757375e-07,9.33096312704931e-07,6.56029308552988
"1340","IDH3A",1.70013919176446,14.2341641909278,6.62265635921541,1.53977673110178e-07,9.92020090693443e-07,6.51092726328967
"772","TWF2",-1.18676035230284,16.1676532188625,-6.61146012209686,1.59073182289194e-07,1.02205603225591e-06,6.46991890593462
"678","IPO4",1.6627987777104,15.0604850501457,6.58200919839825,1.73304331011441e-07,1.11046633838309e-06,6.41566403025468
"2427","MTX2",-1.48537125265576,13.0499266912147,-6.57711588490925,1.75790390343224e-07,1.12334346999817e-06,6.39305221920731
"1919","RPS26",-1.5046333686564,13.4562938416799,-6.56767780066183,1.80687539550343e-07,1.14532585553685e-06,6.3795144203029
"1254","UBA52",0.841920746428799,16.5030530167014,6.57542272453164,1.76658958750302e-07,1.12584276954922e-06,6.37343978854118
"1764","H2BC4",1.53829750332387,14.0380610159769,6.55014431224193,1.90153586157815e-07,1.20209693340517e-06,6.36027845585454
"99","SEC23A",-0.582984596991406,18.4032079502198,-6.56887780848747,1.80057330315319e-07,1.14440750642459e-06,6.35878272267175
"760","EIF2AK2",0.830814480717111,15.2778951112549,6.53625373339091,1.98006944423217e-07,1.24506766653319e-06,6.33017262123573
"320","ARHGAP1",0.53313824449251,17.8034099861022,6.53353699822907,1.9958075821226e-07,1.24830617470692e-06,6.27701648113791
"2093","NAT10",-1.06390944224829,14.1412544098094,-6.54344606306563,1.93900578877577e-07,1.22250685827093e-06,6.27236047686059
"1894","ARMT1",0.677687481914808,18.4070180173588,6.53503850151198,1.98709378887109e-07,1.24616147716969e-06,6.24021015507672
"537","HSPB6",-0.80212001189,18.9868182559907,-6.52420148914004,2.05085670802162e-07,1.27934394643254e-06,6.2183811947088
"1246","MT-CO2",-0.696772781219627,15.6531618095734,-6.49019508132351,2.26466141273038e-07,1.40159359874494e-06,6.1500135024583
"449","EIF3C",-0.623918077908719,17.2015109221229,-6.49740081379969,2.21755503980777e-07,1.37605125891229e-06,6.14804332242387
"2305","DAD1",1.32038574492545,15.4882418211191,6.50314958638795,2.18068289366974e-07,1.35674149426735e-06,6.14226655968305
"2465","PRKAB1",1.02896024276958,15.3643992410114,6.48492131608491,2.29977630198674e-07,1.41960013614784e-06,6.12728610005697
"1128","H4C2",1.48635545049501,15.9038639051266,6.47618935456811,2.35912878479644e-07,1.45243490197128e-06,6.0958645240449
"1538","NIPSNAP1",-2.05721531473396,15.2132011632731,-6.46009700821917,2.47258793391175e-07,1.51693437184416e-06,6.04107629371511
"1574","SNRNP70",-0.64457982202065,16.3895185271175,-6.45951971619292,2.47675883443596e-07,1.51693437184416e-06,6.03402767224835
"2245","ITM2B",-2.93999331836164,12.8011867309145,-6.43050241436245,2.69580937305062e-07,1.62992782093676e-06,6.0281139320293
"940","CYFIP1",-0.866762453686293,16.3167433645077,-6.45509896586671,2.508934552971e-07,1.52869965785675e-06,6.00835936252291
"105","TAGLN",0.63696828074411,21.6487545928898,6.45759055182217,2.49074846534577e-07,1.52155048737962e-06,5.99883789486324
"1968","PSMD10",1.11629568934165,15.7447010451559,6.4398227054908,2.62340031808213e-07,1.59432421392723e-06,5.96664922097843
"172","VDAC1",0.7027754710713,19.3868623983664,6.43856521969766,2.63305408911289e-07,1.5960775172566e-06,5.96013384463323
"2045","H3C10",4.90474187064762,9.49189247546046,6.39758637346542,2.9680442059592e-07,1.77630665930248e-06,5.9572566189827
"513","AP3B1",1.1648362767222,16.1388294422883,6.428868701678,2.70870763730996e-07,1.63353775160534e-06,5.9306520990955
"3005","COMMD10",-0.453340728967866,15.3135806016861,-6.40966576471731,2.86506152069687e-07,1.72342221066409e-06,5.91745081693726
"1524","ITGA8",1.47610283754898,14.0524207813778,6.39780365395195,2.96615922411301e-07,1.77630665930248e-06,5.88717429210948
"1645","BTF3L4",2.82676370749959,12.8401781521392,6.37487405842531,3.17189090477752e-07,1.87451597831213e-06,5.84879699444709
"1164","SCYL1",-0.970399152559688,16.3560132120784,-6.39365934423507,3.00232138304339e-07,1.79227185347248e-06,5.84408582130997
"2286","FBLN2",-1.26499220431409,14.796224125393,-6.39170528106079,3.0195258523383e-07,1.79799039389235e-06,5.84111379162698
"861","RPS15",-0.844763236822199,17.9047421599269,-6.3897805136081,3.03656952883204e-07,1.80358462191082e-06,5.84101341829567
"2756","TIMM17A",0.907777384924456,13.6769614595351,6.37567448687105,3.16447252759358e-07,1.87451597831213e-06,5.79797002078849
"1548","MMP14",-1.10168507488578,13.3970288333561,-6.3549561386532,3.36224265358909e-07,1.97709929605064e-06,5.75531102118926
"1103","ADK",-1.3880362066672,14.3915891123946,-6.34637864054534,3.44772347505027e-07,2.02232138163396e-06,5.72732131299058
"1075","RSL1D1",-1.03830539008926,15.1231871981398,-6.33552394714807,3.55904465855369e-07,2.08243853718849e-06,5.7241543452126
"510","TRIM28",-0.876082280782172,16.9534498832901,-6.35871495596408,3.32545939965514e-07,1.96035831609671e-06,5.7228102284973
"1634","BIN1",-1.02579553332885,13.8463504964944,-6.32107095284467,3.71291091283064e-07,2.16709008229076e-06,5.63224902220084
"1670","PYCARD",-0.87906456115709,14.9329057274065,-6.31642334896393,3.76379968451784e-07,2.19136781631928e-06,5.61683585690732
"721","AP3D1",1.09835000385074,16.1606542976203,6.30572767904262,3.88359686578819e-07,2.25554714520408e-06,5.5935260408541
"1503","ISOC2",-1.40741083118937,13.868153475863,-6.29928754853297,3.95757487279337e-07,2.2826437375007e-06,5.57848240426273
"1853","RAB23",-1.95109302679445,14.0902296073427,-6.30415264213278,3.90155969535002e-07,2.26041222644603e-06,5.56882520372717
"2231","RPL18A",1.17960574136521,14.5711435427225,6.2800034971206,4.18769022584838e-07,2.38516269385277e-06,5.55554205241078
"925","LRRC59",-0.59623910019971,16.8654262546493,-6.29913942267406,3.95929299676754e-07,2.2826437375007e-06,5.54730126884522
"1478","LUC7L2",3.79063225385017,15.9340552925512,6.29265339871192,4.03526623920229e-07,2.31512355037445e-06,5.54045243846411
"1305","KPNA1",-1.15418389723166,14.6462558786396,-6.29440775221611,4.01457313220641e-07,2.30886913310798e-06,5.54002519205372
"194","RPLP0",0.493566391474687,19.210172316744,6.28931088312009,4.07498998157289e-07,2.33223941178371e-06,5.53437173107307
"2523","POLR2C",1.23703554818631,14.5911188942295,6.26733352216243,4.34616990354697e-07,2.4694623210997e-06,5.52960584833205
"857","SERBP1",1.09511545690953,16.8363669856547,6.28677705696113,4.10536519684734e-07,2.34393489931381e-06,5.51888871330693
"350","CAPN1",0.636244639544643,17.6165004909002,6.26555644536831,4.36887596359193e-07,2.47639651974754e-06,5.46117963898427
"1550","RPL18",-1.1485893983192,14.5394805623061,-6.24890545098662,4.58751900326218e-07,2.5940934795425e-06,5.42614292554331
"3045","GEMIN7",3.90616637475757,10.5169240464792,6.20432030071745,5.22877758648077e-07,2.90104883504039e-06,5.39026412561311
"240","EZR",-1.1786863978887,17.1484934296213,-6.24406573731427,4.65311193198331e-07,2.6248894582815e-06,5.38885485280134
"1632","TXLNA",1.98920069290393,13.1936117738974,6.21617565434185,5.04993812795932e-07,2.81507189260711e-06,5.37461760187769
"174","KRT7",-1.71570887130439,18.0419859384087,-6.22072895025227,4.98289910464383e-07,2.78428343335312e-06,5.35938973881143
"866","SNX1",1.08239952571277,16.0044691429538,6.23417186206761,4.79015764376456e-07,2.69574981479638e-06,5.35221367989462
"1096","GSDME",-0.916645129630742,17.245457210494,-6.23082602292781,4.8374164573686e-07,2.71586381106552e-06,5.35033838876295
"1531","SEC63",0.678895947468875,17.4090673817611,6.22203619566811,4.96381833152308e-07,2.78020988734713e-06,5.32928806819598
"552","PSMD7",0.790333500832281,17.5956073288165,6.20697148444181,5.1882385459836e-07,2.88534587062012e-06,5.29658465298377
"401","SHMT2",0.56916143801873,17.2225141304626,6.18788520954889,5.48729841899439e-07,3.03733560375323e-06,5.28258071386304
"76","TUBB4B",0.499376936419456,18.0774683096456,6.18170795323724,5.58775880375473e-07,3.08569912394699e-06,5.22342572064031
"1341","PDAP1",-0.553558415210747,18.2054065408575,-6.1753268641957,5.69347832744295e-07,3.13673408787628e-06,5.18446699799191
"704","ESYT2",1.41289496314588,15.1245879908923,6.14215607926974,6.27635293418098e-07,3.42290383329205e-06,5.16453537101092
"2036","ALG2",-0.828939788006004,13.7993998454279,-6.12827542413273,6.53774816367955e-07,3.54391038389802e-06,5.15375301054286
"1142","RAB5B",-1.00086458030346,15.3817674595432,-6.14846315378018,6.16107993097539e-07,3.38227807678788e-06,5.1127787653697
"878","XPNPEP1",-1.28196195829863,15.8349851808733,-6.14808933829534,6.16785230287865e-07,3.38227807678788e-06,5.112604288899
